0	1
2	3
3	278
4	5
6	7
6	8
9	10
9	11
12	13
14	15
16	17
18	19
20	21
22	23
22	24
22	25
25	70
26	27
26	28
26	29
29	51
29	440
29	440
29	499
29	500
29	502
29	503
30	31
32	33
32	34
32	35
33	310
33	377
33	440
33	499
33	505
36	37
37	379
37	504
38	39
40	41
40	42
41	74
41	172
41	193
41	198
41	202
41	203
41	221
41	222
41	255
41	294
41	309
41	320
41	363
41	367
41	373
41	374
41	396
41	406
41	426
41	427
41	428
41	434
41	437
41	438
41	442
41	465
41	470
41	475
41	489
41	492
41	494
41	495
42	43
42	74
42	172
42	193
42	198
42	202
42	203
42	221
42	222
42	255
42	294
42	309
42	320
42	363
42	367
42	373
42	374
42	396
42	406
42	426
42	427
42	428
42	429
42	434
42	437
42	438
42	442
42	465
42	469
42	470
42	475
42	489
42	492
42	494
42	495
43	44
44	74
44	172
44	193
44	198
44	202
44	203
44	221
44	222
44	255
44	294
44	309
44	320
44	363
44	367
44	373
44	374
44	396
44	406
44	426
44	427
44	428
44	429
44	434
44	438
44	442
44	465
44	469
44	470
44	475
44	489
44	492
44	494
44	495
45	46
47	48
49	50
52	53
53	54
54	55
56	57
57	464
58	59
59	90
59	199
59	335
59	366
59	371
59	448
59	458
60	61
60	62
62	102
62	116
62	119
62	165
62	190
62	204
62	252
62	256
62	262
62	291
62	299
62	362
62	365
62	493
63	64
65	66
67	68
68	69
70	71
70	72
70	73
71	173
75	76
77	78
77	79
78	334
80	81
82	83
84	85
86	87
88	89
91	92
91	93
92	111
94	95
96	97
98	99
100	101
103	104
103	105
103	106
104	176
107	108
107	109
107	110
109	168
112	113
114	115
116	117
116	118
117	252
117	256
117	260
117	262
117	362
117	365
117	388
117	391
118	252
119	120
121	122
123	124
124	227
124	234
124	349
124	361
124	476
125	126
127	128
128	505
129	130
131	132
132	181
133	134
134	460
134	484
135	136
135	137
138	139
140	141
141	145
141	435
142	143
142	144
144	256
144	262
144	307
144	362
144	365
144	407
144	424
146	147
147	148
149	150
149	151
149	152
153	154
153	155
153	156
154	383
154	455
157	158
159	160
161	162
162	410
162	459
163	164
166	167
168	169
170	171
173	174
173	175
175	424
176	177
176	178
179	180
182	183
184	185
184	186
184	187
185	304
185	313
185	429
185	455
185	462
185	463
185	469
185	493
188	189
191	192
194	195
196	197
199	200
199	201
200	291
200	299
200	335
200	347
200	366
200	439
200	448
200	458
201	335
201	366
201	448
201	458
205	206
207	208
209	210
211	212
211	213
212	228
212	276
212	466
213	466
214	215
214	216
217	218
219	220
220	263
220	266
220	267
220	270
220	271
220	272
220	273
220	279
220	430
223	224
225	226
228	229
230	231
232	233
235	236
237	238
239	240
241	242
243	244
245	246
247	248
249	250
249	251
253	254
257	258
257	259
258	288
258	347
258	386
258	439
258	481
259	288
260	261
261	357
261	388
261	391
264	265
268	269
274	275
276	277
280	281
281	282
281	283
284	285
286	287
289	290
290	364
292	293
295	296
295	297
295	298
296	300
300	301
302	303
305	306
307	308
310	311
310	312
312	479
314	315
316	317
318	319
321	322
323	324
325	326
327	328
327	329
330	331
332	333
336	337
338	339
338	340
341	342
341	343
341	344
345	346
347	348
348	439
350	351
350	352
350	353
354	355
354	356
357	358
359	360
368	369
368	370
371	372
372	377
372	401
372	423
372	468
375	376
377	378
379	380
381	382
382	433
382	461
382	498
383	384
383	385
384	455
386	387
388	389
388	390
389	391
389	453
390	391
392	393
392	394
392	395
397	398
397	399
397	400
398	479
402	403
404	405
405	416
407	408
407	409
411	412
413	414
413	415
417	418
419	420
421	422
424	425
431	432
435	436
440	441
443	444
445	446
445	447
449	450
451	452
453	454
456	457
466	467
471	472
471	473
471	474
477	478
479	480
481	482
481	483
485	486
487	488
490	491
496	497
500	501
501	502
501	503
0	506
0	507
0	508
0	509
2	510
4	511
6	512
9	513
12	514
514	738
14	515
16	516
16	517
18	518
18	519
18	520
519	688
519	889
20	521
20	522
20	523
22	524
26	521
30	525
32	518
32	526
32	527
32	528
32	529
32	530
528	877
38	531
38	532
38	533
38	534
38	535
40	536
43	537
43	538
538	642
538	688
538	701
538	703
538	738
538	877
538	889
45	539
45	540
47	541
49	542
49	543
49	544
49	545
49	546
51	521
52	547
54	548
56	549
550	551
552	553
58	554
58	555
58	556
58	557
58	558
60	559
60	560
60	519
60	561
60	562
63	563
63	564
63	565
63	566
63	567
65	568
67	569
67	570
569	658
569	687
569	803
569	853
569	865
569	883
569	899
69	571
572	573
573	688
70	559
74	563
75	574
75	575
77	569
80	576
80	577
82	578
84	579
84	580
84	581
84	582
84	583
84	518
84	584
86	585
586	587
586	588
88	589
88	590
88	591
88	592
90	559
90	593
90	594
90	521
90	595
90	538
91	596
94	597
94	598
94	599
94	600
94	601
94	602
96	603
98	604
98	605
100	606
100	607
25	100
25	211
25	428
102	507
102	608
103	609
103	610
103	507
107	611
107	612
107	613
107	614
111	521
112	615
114	616
116	617
116	618
119	619
119	620
121	621
123	622
123	521
125	623
125	624
127	625
127	626
127	627
127	628
129	629
129	608
629	834
131	569
133	630
133	631
133	632
133	633
135	569
634	635
138	636
138	637
140	638
142	507
142	629
142	639
142	640
142	641
145	507
145	608
146	643
148	644
149	645
149	646
153	508
153	647
153	648
153	557
153	649
649	688
157	650
157	651
159	507
159	629
652	653
652	654
652	655
652	656
161	657
163	518
